sentence	label
is n't much fun 	1
is a big time stinker 	0
again and quite cheered at just that 	1
half past dead is just such an achievement . 	1
horribly 	0
also rocks 	1
muck 	0
be mindless without being the peak of all things insipid 	0
resist 	0
that would make this a moving experience for people who have n't read the book 	1
's easy to like and 	1
hard-pressed to find a movie with a bigger , fatter heart than barbershop 	1
special 	1
funny and sad 	1
to confident filmmaking and a pair of fascinating performances 	0
loses its sense of humor 	0
armed with a game supporting cast , from the pitch-perfect forster to the always hilarious meara and levy , like mike shoots and scores , doing its namesake proud . 	1
finally succeeds in diminishing his stature from oscar-winning master to lowly studio hack . 	0
supporting 	1
so hard to be quirky and funny that the strain is all too evident 	0
all the scenic appeal of a cesspool 	0
did n't laugh . 	0
characteristic warmth 	1
a refreshingly realistic , affectation-free 	1
arch and rather cold-blooded comedy 	0
a rollicking adventure for you and 	1
's the element of condescension , 	0
so sloppy 	0
funny without hitting below the belt 	1
smash its face in 	0
display an original talent 	0
we 've seen the hippie-turned-yuppie plot before 	0
is the action as gripping 	1
is astonishing 	1
jagged camera moves 	0
just send it to cranky . 	1
's fun for kids of any age 	1
that rare documentary that incorporates so much 	1
of the film 's problems 	0
landscape to create a feature film that is wickedly fun to watch 	1
a recycled and dumbed-down version of love story 	1
of bright young men -- promising , talented , charismatic and tragically 	1
this thing works on no level whatsoever for me . 	0
the pre-teen crowd 	1
be especially grateful for freedom after a film like this 	1
our culture is headed down the toilet with the ferocity of a frozen burrito after an all-night tequila bender -- and i know this because i 've seen ` jackass : the movie 	0
at the end , when the now computerized yoda finally reveals his martial artistry , the film ascends to a kinetic life so teeming that even cranky adults may rediscover the quivering kid inside . 	1
notice the glaring triteness of the plot device 	0
there 'll be a power outage during your screening so you can get your money back 	0
score points for political correctness 	0
terribly episodic and lacking the spark of imagination that might have made it an exhilarating 	0
staged violence overshadows everything 	0
in metropolis you hate to tear your eyes away from the images long enough to read the subtitles 	1
this turd 	0
crammed with scenes and vistas and pretty moments 	1
of the whole slo-mo , double-pistoled , ballistic-pyrotechnic hong kong action aesthetic 	0
visually ugly 	0
needs more filmmakers with passionate enthusiasms like martin scorsese 	1
should stop trying to please his mom 	0
bold 	1
far more appealing 	1
can relate 	0
contemplative , and sublimely beautiful 	0
where 's the movie here ? 	0
the proverbial paint dry 	0
painful to watch 	0
can get past the taboo subject matter 	0
has a lot going for it , not least the brilliant performances by testud ... and parmentier 	1
an impressive and highly entertaining celebration of its sounds 	1
too thin 	0
, instantly disposable 	0
he forgets to make it entertaining 	0
's a great american adventure and a wonderful film to bring to imax . 	1
prove that ` zany ' does n't necessarily mean ` funny 	0
nothing short of a masterpiece -- and a challenging one . 	1
labored and unfunny 	0
labeled ` hip ' , ` innovative ' and ` realistic ' 	1
i have a new favorite musical -- and i 'm not even a fan of the genre 	0
murderous maids pulls no punches in its depiction of the lives of the papin sister and the events that led to their notorious rise to infamy ... 	1
routine action and jokes like this 	0
its limit to sustain a laugh 	0
spotty 	1
that flow through the hollywood pipeline without a hitch 	1
, kinky fun 	1
proves tiresome , with the surface histrionics failing to compensate for the paper-thin characterizations and facile situations 	0
so much tongue-in-cheek weirdness 	0
seems to have a knack for wrapping the theater in a cold blanket of urban desperation 	0
is lacking any real emotional impact 	0
a fascinating little tale 	1
bother if you 're going to subjugate truth to the tear-jerking demands of soap opera 	0
, thanks to the presence of ` the king , ' it also rocks . 	1
terrible movie 	0
, savvy , compelling 	1
whimsical and relevant today 	1
we started to wonder if ... some unpaid intern had just typed ` chris rock , ' ` anthony hopkins ' and ` terrorists ' into some univac-like script machine 	0
is such high-wattage brainpower coupled with pitch-perfect acting and an exquisite , unfakable sense of cinema . 	1
a wretched movie that reduces the second world war to one man 's quest to find an old flame . 	0
, luridly colored , 	0
that 's part of what makes dover kosashvili 's outstanding feature debut so potent 	1
fondly remembered as roman coppola 's brief pretentious period before going on to other films that actually tell a story worth caring about 	0
most exciting action films 	1
fairly trite narrative 	1
imaginatively mixed 	1
uplifting , funny and wise 	1
i laughed at 	1
the need for national health insurance 	1
puts history in perspective 	1
, the film grows as dull as its characters , about whose fate it is hard to care . 	0
paranoia 	0
so downbeat 	0
strong first act 	1
offers large rewards 	1
downbeat , period-perfect biopic hammers home a heavy-handed moralistic message . 	1
as well as rank frustration from those in the know about rubbo 's dumbed-down tactics 	1
the horrifying historical reality 	0
pretentious . 	0
's worth the concentration 	0
will lead when given the opportunity 	1
are sweet and believable , and are defeated by a screenplay that forces them into bizarre , implausible behavior 	1
adroit 	1
control-alt-delete simone as quickly 	0
a wonderfully warm human drama that remains vividly in memory long 	1
besson 's high-profile name 	1
entirely successful 	1
in many ways the perfect festival film : a calm , self-assured portrait of small town regret , love , duty and friendship that appeals to the storytelling instincts of a slightly more literate filmgoing audience 	1
anchor the film in a very real and amusing give-and-take . 	1
college keg party 	0
by men of marginal intelligence 	0
abandoned , but 	0
myers 	0
the humor dwindles . 	0
linking a halfwit plot to a series of standup routines in which wilson and murphy show how funny they could have been in a more ambitious movie 	1
pulled from a tear-stained vintage shirley temple script 	1
makes less sense than the bruckheimeresque american action flicks it emulates . 	0
strip it of all its excess debris , and you 'd have a 90-minute , four-star movie . 	1
